,name,description,recommendation_mark,sector.tr,market,sector,logoid,update_mode,type,typespecs,gross_margin_ttm,operating_margin_ttm,pre_tax_margin_ttm,net_margin_ttm,free_cash_flow_margin_ttm,return_on_assets_fq,return_on_equity_fq,return_on_invested_capital_fq,research_and_dev_ratio_ttm,sell_gen_admin_exp_other_ratio_ttm,close,pricescale,minmov,fractional,minmove2,currency,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,Volatility.W,Volatility.M,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm,dps_common_stock_prim_issue_fy,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth,total_revenue_ttm,total_revenue_yoy_growth_ttm,gross_profit_ttm,oper_income_ttm,net_income_ttm,ebitda_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,total_assets_fq,total_current_assets_fq,cash_n_short_term_invest_fq,total_liabilities_fq,total_debt_fq,net_debt_fq,total_equity_fq,current_ratio_fq,quick_ratio_fq,debt_to_equity_fq,cash_n_short_term_invest_to_total_debt_fq,cash_f_operating_activities_ttm,cash_f_investing_activities_ttm,cash_f_financing_activities_ttm,free_cash_flow_ttm,capital_expenditures_ttm,Recommend.All,Recommend.MA,Recommend.Other,RSI,Mom,AO,CCI20,Stoch.K,Stoch.D,MACD.macd,MACD.signal,volume,relative_volume_10d_calc
9,ADPC,THE ARAB DAIRY PRODUCTS CO. ARAB DAIRY - PANDA,,Consumer Non-Durables,egypt,Consumer Non-Durables,the-arab-dairy-products-co-arab-dairy-panda,delayed_streaming_900,stock,['common'],,,,,,,,,,,1.779,1000,1,false,0,EGP,1.831711505,7.622504537,-9.327217125,-22.65217391,6.463195691,6.526946108,33.07918177,-33.1711575,-23.15102401,5.081943209,5.36683304,873499990,EGP,95.51609605,,,,1.74201698,,,14.83037774,1625161464,,,,,0,0,,,,0,0,,,,,,,,,1569698148,1240208531,59978243,1056752766,809310079,749331836,512945382,1.490414203,1.005307561,1.58496891,0.074110337,,,,,,-0.424242424,-0.666666667,-0.181818182,40.7298886,-0.24,-0.257538235,-79.15581898,26.57091562,18.39808215,-0.101074433,-0.093791301,1761389,1.541502191
10,ADRI,ARAB DEVELOPMENT & REAL ESTATE INVESTMENT,,Finance,egypt,Finance,arab-development-and-real-estate-investment,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.73,1000,1,false,0,EGP,2.816901408,2.672292546,-4.199475066,-24.03746098,-19.33701657,-30.07662835,-15.04261311,127.6235808,-50.72466767,4.09326812,5.160866544,,EGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13030303,-0.533333333,0.272727273,44.07841243,-0.015,-0.047667647,-50.82813653,45.52482902,42.49323875,-0.02681612,-0.03123978,111985,0.545433381
11,AFDI,EL AHLI INVESTMENT AND DEVELOPMENT,,Finance,egypt,Finance,el-ahli-investment-and-development,delayed_streaming_900,stock,['common'],,,,,,,,,,,22,1000,1,false,0,EGP,-1.917075346,6.382978723,-17.01244813,-28.05755396,-9.946786738,-31.12085375,30.87448726,244.2879499,618.5109459,6.377647004,7.634408218,403740005,EGP,28.79238743,,,,1.473948957,,,3.286606585,1743446970,,,,,0,0,,,,0,0,,,,,,,,,1851498497,,201212204,1567421757,1525508425,1324296221,284076740,,,5.678085235,0.131898455,,,,,,-0.490909091,-0.8,-0.181818182,39.33384572,-3.91,-3.096558865,-80.18071947,25.4437862,20.45934895,-1.40992339,-1.207022578,167989,1.060798467
12,AFMC,ALEXANDRIA FLOUR MILLS,,Retail Trade,egypt,Retail Trade,alexandria-flour-mills,delayed_streaming_900,stock,['common'],,,,,,,,,,,23.39,1000,1,false,0,EGP,6.366530241,5.885015844,-17.3498204,7.14612918,14.54456415,1.739886907,69.37002172,119.0074906,1772.636867,7.64555112,6.395397701,720987755,EGP,58.94279565,,,,,,,,,,,,0.55,,2.50912,2.5091243,,37.5,8,3,,,,,,,,,,,,,,,,,,,,,,,,,-0.087878788,-0.266666667,0.090909091,41.30449734,-1.03,-3.347264859,-59.13271883,13.23524048,9.099748353,-1.396596749,-1.190556993,50163,2.346763102
13,AIFI,ATLAS FOR INVESTMENT AND FOOD INDUSTRIES,,Process Industries,egypt,Process Industries,atlas-for-investment-and-food-industries,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.411,1000,1,false,0,EGP,-2.836879433,-0.963855422,-10.65217391,-19.56947162,6.753246753,-11.61290323,77.15517241,404.2944785,554.8250088,4.407091782,6.302907337,275493729,EGP,82.75862357,,,,4.547466254,,,39.77574873,294552996,,,,,0,0,,,,0,0,,,,,,,,,126524401,46283370,6729686,45866330,3994051,-2735635,80658071,1.895377691,0.433436238,0.067853143,1.684927408,,,,,,-0.557575758,-0.933333333,-0.181818182,38.58438832,-0.079,-0.029167647,-94.22280358,14.19141914,13.09130913,-0.014144707,-0.009761617,2995637,0.648811068
14,AIH,ARABIA INVESTMENTS HOLDING,,Industrial Services,egypt,Industrial Services,arabia-investments,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.595,1000,1,false,0,EGP,-7.894736842,-6.299212598,-1.97693575,13.98467433,66.20111732,29.91266376,66.59997534,12.53110658,-62.72668098,5.554818796,6.238675371,915046501,EGP,85.35999955,,,,1.229389644,,,3579.280318,3458138976,,,,0,0,0,,,,0,0,,,,,,,,,4909074721,,1053757137,4119883190,3493207631,2439450494,789191531,,,5.095485266,0.30165889,,,,,,-0.336363636,-0.4,-0.272727273,43.74460978,-0.105,0.052485294,-47.80876494,26.91230338,39.01125255,0.01761057,0.02625168,46116292,0.419747062
15,AJWA,AJWA FOR FOOD INDUSTRIES COMPANY EGYPT,,Consumer Non-Durables,egypt,Consumer Non-Durables,ajwa-for-food-industries-company-egypt,delayed_streaming_900,stock,['common'],,,,,,,,,,,42.75,1000,1,false,0,EGP,0.352112676,3.938728326,-8.595253368,-29.72217887,78.49686102,16.48501045,121.6174069,189.8305085,743.453388,4.426999301,5.371704034,856059778,EGP,122.7579018,,,,0.949634285,,,12.32641397,1172263578,,,,,0,0,,,,0,0,,,,,,,,,3980859429,1044852308,191418820,2626760255,58160257,-133258563,1354099174,0.447397139,0.19847763,0.064291278,3.291230642,,,,,,-0.109090909,-0.4,0.181818182,41.0469222,-2.25,-3.316470315,-53.78440002,37.46160249,31.93753568,-1.785175161,-1.836134453,118244,1.112414613
16,ALCN,ALEXANDRIA CONTAINERS AND GOODS,2,Transportation,egypt,Transportation,alexandria-containers-and-goods,delayed_streaming_900,stock,['common'],,,,,,,,,,,36.21,1000,1,false,0,EGP,-3.207698476,10.06078358,-1.146603845,-30.09652375,-4.710526316,-28.77655389,35.36448598,169.4196429,14966.63397,6.586763888,7.707732802,55731675139,EGP,38.05607591,,,,6.26364388,,,8.906742442,49675143139,,,,,,5.17461,0,,,0,0,,,,,,,,,9135875000,6813728000,6056532000,523633000,0,-6056532000,8612242000,20.23348725,19.92263218,0,,,,,,,-0.445454545,-0.8,-0.090909091,46.69563522,-4.13,-1.582617482,-20.71549767,40.45606922,32.73328631,-1.17488698,-1.281031674,657520,1.004318515
17,ALUM,ARAB ALUMINUM,,Non-Energy Minerals,egypt,Non-Energy Minerals,arab-aluminum,delayed_streaming_900,stock,['common'],,,,,,,,,,,11.4,1000,1,false,0,EGP,-1.384083045,4.01459854,-16.72753835,-32.94117647,16.32653061,-2.564102564,34.58222855,473.8260974,878.3697384,5.578823358,7.265949614,490031894,EGP,33.63765716,,,,,,,,,,,,,,2.01843,2.0184553,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.490909091,-0.8,-0.181818182,39.59892987,-2.99,-1.407205882,-79.15740969,16.64155396,13.56277148,-0.667827067,-0.513855091,363425,3.138856788
18,AMER,AMER GROUP HOLDING,,Finance,egypt,Finance,amer,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.823,1000,1,false,0,EGP,-3.516998828,2.875,-20.48309179,5.377720871,98.79227053,27.99377916,55.48266154,41.29095676,-82.0738713,5.324710944,8.310453876,770079682,EGP,12.99852599,,,,0.850716338,,,134.929549,1822525280,,,,0,0,0,,,,0,0,,,,,,,,,6806154726,,290733924,5770637904,1181042385,890308461,1035516822,,,1.352266838,0.246167223,,,,,,-0.357575758,-0.533333333,-0.181818182,35.80065096,-0.283,-0.180488235,-95.17737555,17.85714286,15.1418746,-0.059336146,-0.035411712,9210365,0.748317253
19,AMES,ALEXANDRIA NEW MEDICAL CENTER,,Health Services,egypt,Health Services,alexandria-new-medical-center,delayed_streaming_900,stock,['common'],,,,,,,,,,,65.5,1000,1,false,0,EGP,-3.192432752,1.518913586,1.518913586,11.39455972,-10.88435374,11.39455972,-10.88435374,236.5611172,544.7031241,12.2662803,8.016156736,1053648586,EGP,-12.21769161,,,,5.120832092,,,22.86324654,1018308912,,,,,0,0,,,,0,0,,,,,,,,,294812000,157278094,44613605,95623323,9273931,-35339674,199188677,1.755003419,1.662130554,0.046558525,4.810646639,,,,,,0.354545455,0.8,-0.090909091,56.12227196,3,1.685824115,227.2771997,75.86543272,76.36113688,0.610417268,0.068212632,2665,1.93804087
20,AMIA,ARAB MOLTAKA INVESTMENTS CO,,Finance,egypt,Finance,arab-moltaka-investments-co,delayed_streaming_900,stock,['common'],,,,,,,,,,,1.8,1000,1,false,0,EGP,-2.386117137,0.558659218,-20.3539823,-33.33333333,8.238123873,-1.639344262,6.976684782,158.4163848,350.9605347,4.087681604,7.048701709,846860037,EGP,8.759683574,,,,0.934079905,,,12.44968815,4291055664,,,,,0,2.71592,2.7159152,,,0,0,,,,,,,,,5086902893,,361098794,3997572934,3602399205,3241300411,1089329959,,,4.063919238,0.100238417,,,,,,-0.490909091,-0.8,-0.181818182,34.35203665,-0.49,-0.305185294,-95.35796944,14.66666667,14.48366013,-0.139025101,-0.109517666,227717,0.290644202
21,AMOC,ALEXANDRIA MINERAL OILS COMPANY,2,Energy Minerals,egypt,Energy Minerals,alexandria-mineral-oils-company,delayed_streaming_900,stock,['common'],,,,,,,,,,,7.15,1000,1,false,0,EGP,-0.417827298,3.773584906,-12.91108404,-27.04081633,-29.62598425,-27.48478702,-26.66666667,55.09761388,41.11856301,2.554566727,3.797111581,9272969778,EGP,-27.07692171,,,,2.546178418,,,3.1132927,6342957404,,,,,,9.05293,9.052925,,,2,1,,,,,,,,,7163180719,6174560347,2966063872,3515159677,14733748,-2951330124,3648021042,1.813466761,1.178591802,0.004062573,201.3108865,,,,,,-0.490909091,-0.8,-0.181818182,39.56247879,-0.88,-0.545088235,-68.51355377,20.51282051,16.37407557,-0.315195509,-0.29277501,2018960,0.537988768
22,AMPI,AL MOASHER FOR PROGRAMMING AND INFORMATION DISSEMINATION,,Technology Services,egypt,Technology Services,al-moasher-for-programming-and-information-dissemination,delayed_streaming_900,stock,['common'],28.59846915,-14.07376019,-10.48085515,-11.78887022,-6.607779839,-4.166525793,-6.51963153,-6.51963153,,42.67222935,1.115,1000,1,false,0,EGP,1.363636364,4.205607477,11.5,-5.748098056,-1.501766784,-8.531583265,-27.92501616,230.9192551,-75.5879238,5.406996157,6.991729167,32826657,EGP,114.4047412,,,1.0861006,0.40117871,,,0.635473587,15479988,1.540139315,,31.75642719,0,0,0,,0,,0,0,10051031,36.42093962,2874441,-1414558,-1184903,487460,-0.049,-100.3718234,36307624,26900093,17412669,8725690,66000,-17346669,27581934,3.082861413,3.082861413,0.002392871,263.8283182,-316074,-348075,17356065,-664150,-348075,0.357575758,0.533333333,0.181818182,60.15254023,0.073,0.064532353,121.8705716,84.74945534,72.50308423,0.017907288,0.010939857,188656,0.69622673
23,ANFI,ALEXANDRIA NATIONAL COMPANY FOR FINANCIAL INVESTMENT,,Finance,egypt,Finance,alexandria-national-company-for-financial-investment,delayed_streaming_900,stock,['common'],,,,,,,,,,,7.97,1000,1,false,0,EGP,-1.604938272,-10.4494382,-11.04910714,-11.04910714,-11.04910714,-11.04910714,-11.04910714,157.9288026,-84.06,11.32949406,13.26005456,46502497,EGP,-0.669647143,,,,5.075689549,,,2011.654026,40431065,,,,,0,0,,,,0,0,,,,,,,,,8819939,,6071432,615505,0,-6071432,8204434,,,0,,,,,,,-0.557575758,-0.933333333,-0.181818182,44.3230477,-1.18,-0.29626475,-63.61073279,22.4084675,26.11628483,-0.155430174,-0.068644592,976,0.358678476
24,APSW,ARAB POLVARA SPINNING & WEAVING CO.,,Process Industries,egypt,Process Industries,arab-polvara-spinning-and-weaving-co,delayed_streaming_900,stock,['common'],-15.89045571,-74.705821,-24.36698892,-24.64335413,0.287774815,-4.464229249,-10.10192121,-9.701391188,,14.72104267,5,1000,1,false,0,EGP,-0.596421471,-2.34375,-0.793650794,-7.235621521,-10.71428571,-15.68296796,42.45014245,117.3913043,63.22500327,3.018060029,4.125075153,463748462,EGP,41.0256361,,,7.283526567,3.249010676,336.1857361,2515.885923,206.3958858,467995169,7.233322036,,,0,0,0,,0,,0,0,64699894,61.94383683,-10281108,-48334587,-14914345,-44576950,-0.1592,23.09178744,354482046,78529083,2269584,210304641,6516291,4246707,144177405,0.385346282,0.223869304,0.04519634,0.348293838,1393375,-118871,0,186190,-1207183,-0.46969697,-0.666666667,-0.272727273,46.72482924,0,-0.048382353,-57.79748707,45.28301887,41.71907757,-0.037733543,-0.037729034,99435,0.928596109
25,ARAB,ARAB DEVELOPERS HOLDING,,Finance,egypt,Finance,arab-developers,delayed_streaming_900,stock,['common'],,,,,,,,,,,2.15,1000,1,false,0,EGP,-4.444444444,-0.462962963,-10.78838174,-7.327586207,113.5054618,75.79721995,347.9173385,289.712892,109.3163719,6.674787745,6.967661638,2896450653,EGP,358.3333452,,,,2.197487709,,,14.10958898,4812724103,,,,,0,0,,,,0,0,,,,,,,,,7773602016,5474203211,196158766,6493766269,2092093614,1895934848,1279835747,1.232475725,0.332811438,1.66105467,0.093761945,,,,,,-0.245454545,-0.4,-0.090909091,37.67150384,-0.37,-0.230558824,-103.5734227,25.28248588,24.51402954,-0.074992592,-0.047915378,3207974,1.116690276
26,ARCC,ARABIAN CEMENT COMPANY,,Non-Energy Minerals,egypt,Non-Energy Minerals,arabian-cement-company,delayed_streaming_900,stock,['common'],,,,,,,,,,,11.03,1000,1,false,0,EGP,-2.990325418,-0.809352518,-9.367296631,10.41041041,13.12820513,10.3,35.33742331,148.4234234,451.5,5.856118117,8.667352759,4317632613,EGP,41.96319312,,,,,,,,,,,,,,2.29825,8.087719,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.424242424,-0.666666667,-0.181818182,42.17178826,-1.67,-0.678352941,-111.8412047,22.89047599,22.63578807,-0.278133286,-0.126603107,312582,0.719670231
27,AREH,EGYPTIAN REAL ESTATE GROUP,,Finance,egypt,Finance,egyptian-real-estate,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.82,1000,1,false,0,EGP,-3.86869871,0.244498778,1.863354037,-12.11146838,-3.755868545,-30.50847458,-9.492273731,335.706695,21.08682454,5.406386641,5.428355492,341199994,EGP,-10.26489991,,,,2.49285584,,,757.2766669,342990230,,,,0,0,0,,,,0,0,,,,,,,,,265909829,,1943723,134334730,3733959,1790236,131575099,,,0.028378918,0.52055285,,,,,,-0.445454545,-0.8,-0.090909091,43.23821841,-0.196,-0.012276471,-38.65129975,18.0878553,16.80716172,-0.009005343,0.000493043,1829592,1.057480036
28,ARPI,ARABIAN ROCKS PLASTIC INDUSTRIES,,,egypt,,arabian-rocks-plastic-industries,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.743,1000,1,false,0,EGP,-4.987212276,-4.987212276,-4.987212276,9.264705882,48.89779559,-12.27863046,55.43933054,467.3748034,323.6394218,2.799461642,4.713074512,,EGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.312121212,-0.533333333,-0.090909091,47.00929042,0,-0.002273529,-44.44444444,33.33333333,44.44444444,-0.002463016,-0.003969303,383,0.070375951
29,ARVA,ARAB VALVES COMPANY,,Producer Manufacturing,egypt,Producer Manufacturing,arab-valves-company,delayed_streaming_900,stock,['common'],,,,,,,,,,,1.555,1000,1,false,0,EGP,-0.320512821,2.775941837,-12.24604966,-27.6744186,-7.824540605,-18.92596455,20.07722008,110.704607,-3.523584845,5.44454417,6.34340636,116985678,EGP,20.30889133,,,,0.959491562,,,25.79730732,153173979,,,,,0,0,6.406086,,,0,0,,,,,,,,,180044582,151539023,4517372,58588217,40705673,36188301,121456365,2.65677228,1.125223335,0.335146478,0.110976472,,,,,,-0.490909091,-0.8,-0.181818182,34.52121881,-0.232,-0.209173529,-93.38245327,21.65300546,19.56285124,-0.095558133,-0.090103555,308860,0.704160167
31,ASPI,ASPIRE CAPITAL HOLDING FOR FINANCIAL INVESTMENTS,,Finance,egypt,Finance,aspire-capital-for-financial-investments,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.292,1000,1,false,0,EGP,-0.341296928,0.689655172,-19.78021978,-25.88832487,2.816901408,-12.8358209,21.16182573,4452.136776,3955.279571,3.335201038,5.497116242,309057930,EGP,22.82157995,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.445454545,-0.8,-0.090909091,30.18603212,-0.075,-0.075705882,-101.4680691,15.30054645,14.43414905,-0.029669475,-0.025552289,2143992,0.385350889
32,ATLC,AL TAWFEEK LEASING COMPANY-A.T.LEASE,,Finance,egypt,Finance,rights-issue-of-al-tawfeek-leasing-company-atlease-1,delayed_streaming_900,stock,['common'],,,,,,,,,,,3.99,1000,1,false,0,EGP,-2.205882353,5.835543767,-5.896226415,-22.37354086,-2.205882353,-21.30177515,5,32.16848664,-7.882569984,4.786686743,4.64703847,713721205,EGP,2.631582724,,,,,,,,,,,,0.802515,,19.6695,0,,-6.635340161,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.378787879,-0.666666667,-0.090909091,44.53232077,-0.17,-0.232441176,-28.85110768,39.08045977,29.29378932,-0.137026825,-0.156471804,234278,0.750998139
33,ATQA,MISR NATIONAL STEEL - ATAQA,,Non-Energy Minerals,egypt,Non-Energy Minerals,misr-national-steel-ataqa,delayed_streaming_900,stock,['common'],,,,,,,,,,,3.05,1000,1,false,0,EGP,-0.974025974,5.172413793,-17.56756757,-27.72511848,46.63461538,24.48979592,73.78917379,124.2647059,2339.996096,4.414207425,7.21422877,3695999908,EGP,77.77777178,,,,2.255249926,,,8.544455925,2483854413,,,,,0,0,,,,0,0,,,,,,,,,2613653486,2580256731,1746547856,990771009,534402361,-1212145495,1622882477,2.609367564,2.077519047,0.329292089,3.268226309,,,,,,-0.424242424,-0.666666667,-0.181818182,41.70172673,-0.51,-0.26,-78.53142502,27.08333333,23.90608528,-0.13658416,-0.103881438,6764932,0.973757427
34,AXPH,ALEXANDRIA PHARMACEUTICALS,,Health Technology,egypt,Health Technology,alexandria-pharmaceuticals,delayed_streaming_900,stock,['common'],,,,,,,,,,,215.08,1000,1,false,0,EGP,1.933649289,0,-7.333050093,-12.43740585,27.5606429,20.64845459,55.88896137,76.06417813,569.8605509,2.347395486,2.982711338,1075400009,EGP,55.88896132,,,,1.499808549,,,5.585428991,888032197.8,,,,,,6.04426,6.044263,,,0,0,,,,,,,,,1254068606,905904384.3,192536688.2,537043767.5,5168876.96,-187367811.2,717024838.7,1.733428666,0.886289658,0.007208784,37.24923028,,,,,,-0.133333333,-0.266666667,0,43.71170121,-13.81999,-10.09847109,-92.72827906,33.52983335,25.68811334,-3.982068274,-3.069843387,0,0
35,BIDI,EL BADR INVESTMENT AND DEVELOPMENT BID,,Process Industries,egypt,Process Industries,el-badr-investment-and-development-bid,delayed_streaming_900,stock,['common'],,,,,,,,,,,1.377,1000,1,false,0,EGP,0,-9.941137999,-9.941137999,-8.261159227,28.45149254,-25.56756757,72.125,150.9234237,-68.98589275,9.566690874,8.988197112,35090552,EGP,91.12500048,,,,,,,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.448484848,-0.533333333,-0.363636364,44.83176832,-0.112,-0.031382353,-72.67737795,6.32827E-15,1.65917E-14,-0.031048818,-0.02157996,5392,0.267608989
36,BIGP,BARBARY INVESTMENT GROUP ( BIG),,Distribution Services,egypt,Distribution Services,barbary-investment-big,delayed_streaming_900,stock,['common'],,,,,,-3.392354981,-5.118023333,-5.118023333,,,0.126,1000,1,false,0,EGP,-0.787401575,-3.816793893,4.132231405,-23.63636364,-28.81355932,-35.71428571,43.18181818,71.86480405,-79.81816099,4.211387609,7.047683423,41663788,EGP,46.59090362,,,,0.607785442,,,28.85664059,48044866,,,,0,,0,,,,0,0,,,,,,,,,99847066,47542719,1433309,24022367,0,-1433309,75824699,12.78804926,9.329320239,0,,,,,,,-0.512121212,-0.933333333,-0.090909091,44.44476702,-0.029,2.94118E-05,-41.75824176,17.46031746,20.56724499,-0.001789005,-0.001345757,2177233,0.403992953
37,BINV,B INVESTMENTS HOLDING,,Finance,egypt,Finance,b-investments,delayed_streaming_900,stock,['common'],,,,,,,,,,,17.08,1000,1,false,0,EGP,-0.524170064,3.389830508,-15.067135,-32.51678912,-1.83908046,-9.963094885,-26.31578947,89.77777778,241.6,3.475286554,6.774835477,2747619464,EGP,-25.45297472,,,,0.998216302,,,1.494793974,1046020770,,,,,0,29.1812,36.053837,,,0,0,,,,,,,,,3644984385,,1955469278,803013311,150000000,-1805469278,2841971074,,,0.054782504,13.03646185,,,,,,-0.4,-0.8,0,35.17069265,-3.44,-2.578088265,-84.45851447,23.36533928,21.33890986,-1.123138184,-0.939853943,42716,0.286762894
38,BIOC,GLAXO SMITH KLINE,,Health Technology,egypt,Health Technology,glaxosmithkline,delayed_streaming_900,stock,['common'],,,,,,,,,,,30.05,1000,1,false,0,EGP,-4.299363057,-0.099734043,0.066596734,-20.35515505,-6.357120598,-15.47116499,-8.495736906,52.07489879,170.9648332,3.619198618,6.063580192,2622346034,EGP,-5.359318592,,,,1.286310446,,,8.032553604,2411578099,,,,,0,2.38854,2.388535,,,0,0,,,,,,,,,3612721887,2741684996,312428878,1661122076,101068770,-211360108,1951599811,1.790111535,1.202077326,0.05180337,3.091250423,,,,,,-0.512121212,-0.933333333,-0.090909091,40.76607009,-2.5,-0.692529485,-80.64726936,25.30591659,24.29433543,-0.689405406,-0.711121216,25948,1.320844999
40,CAED,CAIRO EDUCATIONAL SERVICES,,Consumer Services,egypt,Consumer Services,cairo-educational-services,delayed_streaming_900,stock,['common'],,,,,,,,,,,18.03,1000,1,false,0,EGP,-18.23129252,-18.23128881,-18.23128881,-18.23128881,15.72528883,15.72528883,15.72528883,123.6972705,905.3524003,19.89257911,19.38769988,264599991,EGP,41.52759543,,,,1.997985392,,,26724.3083,264591895,,,,,,5.21542,5.2154193,,,0,0,,,,,,,,,197705141,164327557,8096,89416067,0,-8096,108289074,1.837785563,1.837785563,0,,,,,,,-0.378787879,-0.666666667,-0.090909091,47.0875745,-1.87,-0.105823185,-47.65484441,38.86363636,26.81818182,0.001124465,-0.094692076,1665,2.833078101
42,CCAP,QALA FOR FINANCIAL INVESTMENTS,,Finance,egypt,Finance,citadel-capital-common-shares,delayed_streaming_900,stock,['common'],,,,,,,,,,,2.8,1000,1,false,0,EGP,-12.77258567,1.818181818,1.449275362,4.868913858,12.4497992,3.32103321,24.44444444,-10.82802548,-79.7833935,9.63961918,8.990087174,4552618996,EGP,31.11111325,,,,,,,,,,,,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,-0.424242424,-0.666666667,-0.181818182,44.67836912,-0.78,0.007970588,-45.39334487,27.3015873,25.18518519,0.003589373,0.037315426,241623945,2.568580034
43,CCRS,GULF CANADIAN REAL ESTATE INVESTMENT CO.,,Finance,egypt,Finance,gulf-canadian-real-estate-investment-co,delayed_streaming_900,stock,['common'],,,,,,,,,,,17.79,1000,1,false,0,EGP,0,-4.967943641,-9.695436056,7.427542719,10.01855288,-2.145214521,34.06179352,193.0807249,732.8651685,4.530632881,4.860526747,93599997,EGP,41.07007412,,,,3.360661931,,,922.5455828,93287119,,,,,0,0,,,,0,0,,,,,,,,,28751137,,312878,2283157,0,-312878,26467980,,,0,,,,,,,-0.357575758,-0.533333333,-0.181818182,32.29043748,-1.009999,-0.816647144,-134.8046105,2.54611E-14,2.44742E-14,-0.267048266,-0.152407884,8008,1.422026494
44,CEFM,MIDDLE EGYPT FLOUR MILLS,,Process Industries,egypt,Process Industries,middle-egypt-flour-mills,delayed_streaming_900,stock,['common'],,,,,,,,,,,50.7,1000,1,false,0,EGP,-1.934235977,-9.139783318,-9.139783318,13.67713514,15.43716373,13.67713514,36.91601774,41.02920331,702.096826,10.69568959,9.515491047,821539746,EGP,50.68863364,,,,1.799499547,,,2.232271178,487091017,,,,,,8.06452,8.064516,,,0,0,,,,,,,,,751728979,542388639,334448729,336917711,0,-334448729,414811268,1.755990694,1.566775308,0,,,,,,,-0.26969697,-0.266666667,-0.272727273,48.30590681,-1.05,-0.588793862,-30.05622064,42.30769231,30.7977208,-0.395641359,-0.330354932,593,0.748926497
46,CFGH,CONCRETE FASHION GROUP FOR COMMERCIAL& INDUSTRIAL INVESTMENT,,Retail Trade,egypt,Retail Trade,al-arafa-for-investment-and-consultancies,delayed_streaming_900,stock,['common'],,,,,,,,,,,0.051,1000,1,false,0,USD,4.081632653,4.081632653,-16.39344262,5.958305615,7.429938828,12.10079752,8.943026215,-52.8356371,-76.85203572,7.31292517,7.385751207,1120731948,EGP,-30.98592056,,,,0.922075574,,,2.122181519,9034074361,,,,,0,0,,,,0,0,,,,,,,,,9735630707,5154247619,353819319.5,8832303088,5358640419,5004821100,903327619.5,0.926012578,0.308435394,6.580871893,0.066027815,,,,,,-0.178787879,-0.266666667,-0.090909091,46.60898821,0.001,-0.006816991,-33.38242514,30.6372549,22.79411765,-0.002450666,-0.00213826,24837,0.302261393
47,CICH,CI CAPITAL HOLDING FOR FINANCIAL INVESTMENTS,,Finance,egypt,Finance,ci-capital-for-financial-investments,delayed_streaming_900,stock,['common'],,,,,,,,,,,4.63,1000,1,false,0,EGP,-0.856531049,5.227272727,-1.6985138,-8.858267717,-3.941908714,-10.61776062,-1.489361702,-5.464972158,-67.28891769,3.978031993,5.249367282,4659999847,EGP,-2.978720674,,,,1.006725273,,,7.522833416,21780949979,,,,0,0,0,,,-100,0,0,,,,,,,,,27630148090,,2313377487,22610570186,19013823899,16700446412,5019577904,,,4.13427206,0.121668187,,,,,,-0.266666667,-0.533333333,0,45.63484766,-0.22,-0.254176471,-23.03523035,51.85185185,48.04526749,-0.140086324,-0.166279498,593190,0.419044968
49,CILB,CITY LAB,,,egypt,,city-lab,delayed_streaming_900,stock,['common'],,,,,,,,,,,1.56,1000,1,false,0,EGP,-8.984830805,-1.886792453,-21.41057935,817.6470588,817.6470588,817.6470588,817.6470588,817.6470588,817.6470588,11.80934447,15.11919233,,EGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.303571429,-0.75,0.142857143,50.3201646,-0.74,,-74.24825065,18.39598997,14.36499234,0.072616234,,8950255,1.079892359
